Date,Open,High,Low,Close,Volume
7/3/2024,"1,262.73","1,269.88","1,260.24","1,268.46",1.02M
6/3/2024,"1,269.98","1,277.51","1,256.30","1,262.73",1.06M
5/3/2024,"1,261.41","1,269.98","1,257.81","1,269.98",1.01M
4/3/2024,"1,258.28","1,268.25","1,256.54","1,261.41",1.18M
1/3/2024,"1,256.72","1,258.76","1,247.87","1,258.28",961.93K
29/02/2024,"1,254.55","1,264.39","1,247.70","1,252.73",1.09M
28/02/2024,"1,237.46","1,254.55","1,236.32","1,254.55",970.76K
27/02/2024,"1,224.17","1,237.60","1,224.17","1,237.46",986.85K
26/02/2024,"1,212.00","1,225.21","1,210.52","1,224.17",889.75K
23/02/2024,"1,227.31","1,240.81","1,211.55","1,212.00",1.39M
22/02/2024,"1,230.04","1,232.09","1,226.15","1,227.31",840.41K
21/02/2024,"1,230.06","1,234.22","1,222.92","1,230.04",988.85K
20/02/2024,"1,224.97","1,230.47","1,222.66","1,230.06",939.95K
19/02/2024,"1,209.70","1,225.48","1,209.70","1,224.97",1.05M
16/02/2024,"1,202.50","1,210.25","1,202.50","1,209.70",822.64K
15/02/2024,"1,203.08","1,207.56","1,198.81","1,202.50",868.72K
7/2/2024,"1,188.48","1,199.52","1,188.48","1,198.53",685.66K
6/2/2024,"1,186.06","1,190.92","1,185.68","1,188.48",619.77K
5/2/2024,"1,172.55","1,188.45","1,172.55","1,186.06",874.80K
2/2/2024,"1,173.02","1,178.27","1,169.70","1,172.55",914.67K
1/2/2024,"1,164.31","1,174.50","1,162.45","1,173.02",670.25K
31/01/2024,"1,179.65","1,182.53","1,163.13","1,164.31",1.12M
30/01/2024,"1,175.69","1,179.92","1,174.13","1,179.65",620.15K
29/01/2024,"1,175.67","1,180.46","1,174.88","1,175.69",666.53K
26/01/2024,"1,170.37","1,176.76","1,170.37","1,175.67",575.22K
25/01/2024,"1,172.97","1,173.83","1,168.50","1,170.37",540.54K
24/01/2024,"1,177.50","1,180.30","1,172.00","1,172.97",733.19K
23/01/2024,"1,182.86","1,184.74","1,173.78","1,177.50",683.71K
22/01/2024,"1,181.50","1,186.96","1,175.54","1,182.86",889.76K
19/01/2024,"1,171.50","1,181.50","1,171.47","1,181.50",662.89K
18/01/2024,"1,162.53","1,169.73","1,162.53","1,169.06",596.22K
17/01/2024,"1,161.95","1,168.46","1,160.45","1,162.53",769.80K
16/01/2024,"1,154.12","1,163.12","1,147.71","1,163.12",611.40K
15/01/2024,"1,154.70","1,163.75","1,154.12","1,154.12",617.15K
12/1/2024,"1,162.22","1,162.22","1,146.75","1,154.70",1.09M
11/1/2024,"1,161.54","1,169.10","1,157.43","1,162.22",860.49K
10/1/2024,"1,158.59","1,166.10","1,155.94","1,161.54",992.76K
9/1/2024,"1,160.19","1,162.83","1,155.46","1,158.59",870.51K
8/1/2024,"1,154.68","1,162.56","1,154.68","1,160.19",905.41K
5/1/2024,"1,150.72","1,155.84","1,149.08","1,154.68",803.27K
4/1/2024,"1,145.49","1,160.08","1,144.32","1,150.72",1.18M
3/1/2024,"1,131.72","1,144.17","1,128.32","1,144.17",719.93K
2/1/2024,"1,129.93","1,139.71","1,128.69","1,131.72",842.26K
29/12/2023,"1,128.93","1,135.05","1,128.93","1,129.93",710.85K
28/12/2023,"1,121.99","1,130.58","1,120.50","1,128.93",716.93K
27/12/2023,"1,122.25","1,126.47","1,121.99","1,121.99",776.80K
26/12/2023,"1,117.66","1,123.11","1,117.66","1,122.25",644.74K
25/12/2023,"1,103.06","1,118.31","1,103.06","1,117.66",658.54K
22/12/2023,"1,102.43","1,104.65","1,099.32","1,103.06",558.03K
21/12/2023,"1,100.76","1,102.43","1,094.47","1,102.43",521.00K
20/12/2023,"1,096.30","1,102.27","1,093.38","1,100.76",598.21K
19/12/2023,"1,091.88","1,096.30","1,082.29","1,096.30",649.91K
18/12/2023,"1,102.30","1,103.74","1,091.45","1,091.88",713.16K
15/12/2023,"1,110.13","1,112.79","1,102.30","1,102.30",749.83K
14/12/2023,"1,114.20","1,120.36","1,107.86","1,110.13",681.02K
13/12/2023,"1,127.63","1,131.21","1,112.08","1,114.20",844.04K
12/12/2023,"1,125.50","1,129.77","1,123.35","1,127.63",645.62K
11/12/2023,"1,124.44","1,129.15","1,120.32","1,125.50",700.59K
8/12/2023,"1,121.49","1,127.46","1,119.43","1,124.44",819.10K
7/12/2023,"1,126.43","1,129.83","1,109.51","1,121.49",1.33M
6/12/2023,"1,115.97","1,126.43","1,115.97","1,126.43",853.96K
5/12/2023,"1,120.49","1,124.11","1,113.55","1,115.97",824.66K
4/12/2023,"1,102.16","1,123.96","1,102.16","1,120.49",1.12M
1/12/2023,"1,094.13","1,102.20","1,090.08","1,102.16",603.59K
30/11/2023,"1,101.75","1,107.45","1,094.13","1,094.13",723.48K
29/11/2023,"1,095.43","1,105.28","1,095.43","1,102.80",614.96K
28/11/2023,"1,088.06","1,095.43","1,076.45","1,095.43",681.89K
27/11/2023,"1,095.61","1,096.84","1,085.69","1,088.06",595.02K
24/11/2023,"1,088.49","1,095.61","1,073.31","1,095.61",958.34K
23/11/2023,"1,113.82","1,118.54","1,088.49","1,088.49",1.03M
22/11/2023,"1,110.46","1,115.47","1,103.26","1,113.82",946.28K
21/11/2023,"1,103.66","1,112.77","1,103.66","1,110.46",712.61K
20/11/2023,"1,101.19","1,111.26","1,085.32","1,103.66",841.47K
17/11/2023,"1,125.53","1,129.84","1,096.16","1,101.19",1.26M
16/11/2023,"1,122.50","1,125.53","1,114.97","1,125.53",687.40K
15/11/2023,"1,109.73","1,132.75","1,109.73","1,122.50",937.96K
14/11/2023,"1,100.07","1,115.60","1,100.07","1,109.73",822.20K
13/11/2023,"1,103.66","1,107.91","1,093.19","1,100.07",789.44K
10/11/2023,"1,113.89","1,116.02","1,101.23","1,101.68",1.03M
9/11/2023,"1,113.43","1,124.78","1,112.13","1,113.89",1.05M
8/11/2023,"1,080.29","1,113.43","1,075.80","1,113.43",952.58K
7/11/2023,"1,089.66","1,089.89","1,079.42","1,080.29",634.51K
6/11/2023,"1,076.78","1,089.66","1,076.78","1,089.66",692.79K
3/11/2023,"1,075.47","1,082.23","1,071.11","1,076.78",756.48K
2/11/2023,"1,039.66","1,075.47","1,039.66","1,075.47",772.12K
1/11/2023,"1,028.19","1,039.66","1,020.01","1,039.66",679.89K
31/10/2023,"1,042.40","1,046.17","1,025.03","1,028.19",755.54K
30/10/2023,"1,054.03","1,060.39","1,042.40","1,042.40",533.36K
27/10/2023,"1,055.45","1,061.87","1,037.46","1,060.62",692.23K
26/10/2023,"1,101.66","1,101.66","1,049.71","1,055.45",1.18M
25/10/2023,"1,105.90","1,111.39","1,100.64","1,101.66",539.26K
24/10/2023,"1,093.53","1,107.30","1,088.17","1,105.90",509.04K
23/10/2023,"1,108.03","1,108.03","1,086.54","1,093.53",563.10K
20/10/2023,"1,087.85","1,108.16","1,073.73","1,108.03",658.19K
19/10/2023,"1,103.40","1,104.03","1,087.85","1,087.85",649.23K
18/10/2023,"1,121.65","1,125.27","1,088.87","1,103.40",1.04M
17/10/2023,"1,145.34","1,147.89","1,121.65","1,121.65",610.50K
16/10/2023,"1,154.73","1,157.46","1,140.64","1,141.42",676.19K
13/10/2023,"1,151.61","1,155.10","1,138.99","1,154.73",621.42K
12/10/2023,"1,150.81","1,156.73","1,148.11","1,151.61",647.18K
11/10/2023,"1,143.69","1,150.81","1,138.22","1,150.81",543.05K
10/10/2023,"1,137.36","1,150.34","1,137.36","1,143.69",671.76K
9/10/2023,"1,128.54","1,137.36","1,127.03","1,137.36",602.62K
6/10/2023,"1,113.89","1,129.13","1,107.40","1,128.54",621.62K
5/10/2023,"1,128.67","1,133.12","1,113.89","1,113.89",609.01K
4/10/2023,"1,118.10","1,133.79","1,106.40","1,128.67",682.49K
3/10/2023,"1,155.25","1,155.25","1,117.28","1,118.10",991.88K
2/10/2023,"1,154.15","1,161.48","1,149.63","1,155.25",518.24K
29/09/2023,"1,152.43","1,163.88","1,152.43","1,154.15",574.81K
28/09/2023,"1,153.85","1,155.39","1,136.99","1,152.43",691.11K
27/09/2023,"1,137.96","1,153.85","1,126.36","1,153.85",860.42K
26/09/2023,"1,153.20","1,163.52","1,137.96","1,137.96",1.05M
25/09/2023,"1,193.05","1,195.62","1,153.20","1,153.20",1.09M
22/09/2023,"1,212.74","1,212.74","1,174.57","1,193.05",1.39M
21/09/2023,"1,226.11","1,227.88","1,211.65","1,212.74",963.68K
20/09/2023,"1,211.50","1,226.11","1,209.46","1,226.11",878.03K
19/09/2023,"1,211.81","1,219.57","1,199.85","1,211.50",1.00M
18/09/2023,"1,227.36","1,227.36","1,203.88","1,211.81",845.00K
15/09/2023,"1,223.81","1,233.87","1,220.27","1,227.36",917.36K
14/09/2023,"1,238.39","1,244.21","1,223.03","1,223.81",1.23M
13/09/2023,"1,245.44","1,250.61","1,232.84","1,238.39",1.26M
12/9/2023,"1,223.63","1,245.44","1,220.85","1,245.44",967.87K
11/9/2023,"1,241.48","1,251.37","1,223.33","1,223.63",1.39M
8/9/2023,"1,243.14","1,248.10","1,240.15","1,241.48",1.10M
7/9/2023,"1,245.50","1,255.11","1,240.82","1,243.14",1.13M
6/9/2023,"1,234.98","1,245.50","1,229.89","1,245.50",1.13M
5/9/2023,"1,224.05","1,236.21","1,224.05","1,234.98",1.09M
31/08/2023,"1,213.16","1,224.84","1,213.16","1,224.05",945.48K
30/08/2023,"1,206.10","1,213.52","1,203.51","1,213.16",911.99K
29/08/2023,"1,201.72","1,208.78","1,197.57","1,204.43",990.94K
28/08/2023,"1,183.37","1,202.02","1,183.37","1,201.72",882.85K
25/08/2023,"1,189.39","1,192.59","1,181.60","1,183.37",893.34K
24/08/2023,"1,172.56","1,189.99","1,171.33","1,189.39",851.54K
23/08/2023,"1,180.49","1,193.79","1,168.89","1,172.56",747.18K
22/08/2023,"1,179.76","1,184.43","1,149.13","1,180.49",1.06M
21/08/2023,"1,177.99","1,188.16","1,164.63","1,179.76",1.08M
18/08/2023,"1,233.48","1,233.48","1,177.74","1,177.99",1.70M
17/08/2023,"1,242.58","1,243.98","1,233.48","1,233.48",1.11M
16/08/2023,"1,234.05","1,243.48","1,234.05","1,243.26",930.67K
15/08/2023,"1,236.84","1,239.42","1,230.58","1,234.05",912.03K
14/08/2023,"1,232.21","1,239.61","1,229.04","1,236.84",1.11M
11/8/2023,"1,220.61","1,232.21","1,213.37","1,232.21",1.01M
10/8/2023,"1,233.99","1,238.19","1,220.61","1,220.61",1.01M
9/8/2023,"1,242.23","1,242.23","1,231.28","1,233.99",1.09M
8/8/2023,"1,241.42","1,246.22","1,239.01","1,242.23",1.19M
7/8/2023,"1,233.10","1,241.42","1,230.38","1,241.42",1.30M
4/8/2023,"1,210.95","1,228.12","1,210.95","1,225.98",1.13M
3/8/2023,"1,219.73","1,222.35","1,209.06","1,210.95",1.03M
2/8/2023,"1,217.56","1,223.04","1,213.18","1,220.43",940.81K
1/8/2023,"1,222.90","1,234.50","1,217.56","1,217.56",1.28M
31/07/2023,"1,207.67","1,224.81","1,207.67","1,222.90",1.20M
28/07/2023,"1,197.33","1,207.67","1,195.86","1,207.67",1.11M
27/07/2023,"1,200.84","1,203.69","1,191.08","1,197.33",1.16M
26/07/2023,"1,195.90","1,200.84","1,195.44","1,200.84",912.30K
25/07/2023,"1,190.72","1,199.27","1,190.72","1,195.90",1.00M
24/07/2023,"1,185.90","1,193.22","1,183.39","1,190.72",1.04M
21/07/2023,"1,172.81","1,185.90","1,172.07","1,185.90",988.09K
20/07/2023,"1,172.98","1,174.39","1,166.62","1,172.81",796.61K
19/07/2023,"1,174.09","1,178.55","1,172.98","1,172.98",896.65K
18/07/2023,"1,173.13","1,175.70","1,170.04","1,174.09",837.14K
17/07/2023,"1,171.75","1,174.89","1,168.77","1,173.13",914.62K
14/07/2023,"1,165.42","1,169.84","1,156.28","1,168.40",1.04M
13/07/2023,"1,154.20","1,165.42","1,154.20","1,165.42",806.74K
12/7/2023,"1,151.77","1,157.43","1,149.28","1,154.20",788.16K
11/7/2023,"1,149.02","1,157.01","1,149.02","1,151.77",936.91K
10/7/2023,"1,138.07","1,149.02","1,138.07","1,149.02",879.43K
7/7/2023,"1,126.22","1,138.07","1,122.94","1,138.07",798.40K
6/7/2023,"1,134.62","1,135.81","1,122.35","1,126.22",921.11K
5/7/2023,"1,132.00","1,138.67","1,132.00","1,134.62",807.03K
4/7/2023,"1,125.50","1,132.12","1,123.49","1,132.00",701.31K
3/7/2023,"1,120.18","1,128.35","1,120.18","1,125.50",558.38K
30/06/2023,"1,125.39","1,126.33","1,120.01","1,120.18",617.53K
29/06/2023,"1,139.42","1,140.43","1,125.39","1,125.39",906.89K
28/06/2023,"1,134.33","1,140.56","1,131.86","1,138.35",892.14K
27/06/2023,"1,132.03","1,136.49","1,128.82","1,134.33",722.00K
26/06/2023,"1,129.38","1,134.00","1,119.95","1,132.03",1.04M
23/06/2023,"1,125.30","1,130.61","1,122.62","1,129.38",906.63K
22/06/2023,"1,118.46","1,127.54","1,118.46","1,125.30",919.32K
21/06/2023,"1,112.73","1,118.46","1,110.65","1,118.46",875.89K
20/06/2023,"1,105.40","1,111.72","1,102.58","1,111.72",695.59K
19/06/2023,"1,115.22","1,117.23","1,104.73","1,105.40",811.31K
16/06/2023,"1,116.97","1,128.92","1,112.51","1,115.22",1.17M
15/06/2023,"1,117.42","1,120.13","1,112.11","1,116.97",716.88K
14/06/2023,"1,122.46","1,129.49","1,117.42","1,117.42",928.60K
13/06/2023,"1,116.02","1,122.46","1,116.02","1,122.46",943.54K
12/6/2023,"1,110.26","1,116.02","1,100.08","1,116.02",797.98K
9/6/2023,"1,101.32","1,107.53","1,097.23","1,107.53",902.21K
8/6/2023,"1,109.54","1,115.14","1,101.32","1,101.32",1.32M
7/6/2023,"1,108.31","1,112.28","1,104.26","1,109.54",1.00M
6/6/2023,"1,097.82","1,108.31","1,097.82","1,108.31",842.76K
5/6/2023,"1,090.84","1,103.81","1,090.84","1,097.82",948.36K
2/6/2023,"1,084.19","1,092.24","1,083.36","1,090.84",1.04M
1/6/2023,"1,075.17","1,078.39","1,071.61","1,078.39",856.81K
31/05/2023,"1,078.05","1,079.11","1,071.38","1,075.17",924.36K
30/05/2023,"1,074.98","1,079.31","1,071.01","1,078.05",922.94K
29/05/2023,"1,063.76","1,077.18","1,063.76","1,074.98",844.88K
26/05/2023,"1,064.63","1,067.28","1,063.76","1,063.76",640.72K
25/05/2023,"1,061.79","1,065.50","1,057.91","1,064.63",669.53K
24/05/2023,"1,065.85","1,069.61","1,060.60","1,061.79",794.10K
23/05/2023,"1,073.12","1,073.96","1,062.15","1,065.85",721.99K
22/05/2023,"1,067.07","1,070.64","1,065.88","1,070.64",711.11K
19/05/2023,"1,068.31","1,070.15","1,058.56","1,067.07",755.49K
18/05/2023,"1,060.44","1,073.41","1,060.44","1,068.31",649.54K
17/05/2023,"1,065.91","1,069.95","1,060.44","1,060.44",836.83K
16/05/2023,"1,065.71","1,069.27","1,063.65","1,065.91",681.38K
15/05/2023,"1,066.90","1,076.32","1,065.71","1,065.71",834.50K
12/5/2023,"1,057.12","1,066.90","1,053.97","1,066.90",725.83K
11/5/2023,"1,058.26","1,063.69","1,056.72","1,057.12",708.31K
10/5/2023,"1,055.62","1,058.67","1,053.34","1,058.26",717.42K
9/5/2023,"1,055.42","1,058.71","1,052.68","1,053.77",564.40K
8/5/2023,"1,040.31","1,053.44","1,040.31","1,053.44",655.53K
5/5/2023,"1,040.61","1,043.22","1,036.69","1,040.31",547.78K
4/5/2023,"1,049.12","1,049.12","1,038.18","1,040.61",625.81K
28/04/2023,"1,043.17","1,049.12","1,042.04","1,049.12",613.14K
27/04/2023,"1,040.80","1,044.25","1,037.62","1,039.63",511.73K
26/04/2023,"1,034.85","1,040.80","1,029.19","1,040.80",576.78K
25/04/2023,"1,045.87","1,045.87","1,032.49","1,034.85",539.59K
24/04/2023,"1,042.91","1,047.18","1,038.36","1,041.36",556.99K
21/04/2023,"1,049.25","1,050.40","1,041.26","1,042.91",553.03K
20/04/2023,"1,048.98","1,051.86","1,045.85","1,049.25",373.75K
19/04/2023,"1,055.02","1,058.14","1,047.47","1,048.98",569.68K
18/04/2023,"1,053.81","1,057.15","1,050.89","1,055.02",539.76K
17/04/2023,"1,052.89","1,054.72","1,049.11","1,053.81",453.79K
14/04/2023,"1,064.30","1,068.79","1,052.89","1,052.89",786.53K
13/04/2023,"1,069.45","1,070.96","1,062.26","1,064.30",673.04K
12/4/2023,"1,071.61","1,072.70","1,066.43","1,069.45",726.16K
11/4/2023,"1,065.35","1,070.56","1,056.90","1,069.46",697.78K
10/4/2023,"1,073.86","1,075.54","1,063.45","1,065.35",857.46K
7/4/2023,"1,070.91","1,072.94","1,063.70","1,069.71",646.00K
6/4/2023,"1,080.86","1,084.52","1,070.91","1,070.91",998.76K
5/4/2023,"1,078.45","1,080.86","1,074.10","1,080.86",793.75K
4/4/2023,"1,079.28","1,082.21","1,075.10","1,078.45",803.89K
3/4/2023,"1,064.64","1,079.28","1,064.64","1,079.28",821.31K
31/03/2023,"1,059.44","1,067.55","1,059.44","1,064.64",639.93K
30/03/2023,"1,056.33","1,066.23","1,056.33","1,059.44",633.98K
29/03/2023,"1,054.29","1,056.33","1,048.26","1,056.33",460.96K
28/03/2023,"1,052.25","1,059.83","1,051.75","1,054.29",648.10K
27/03/2023,"1,047.78","1,053.78","1,041.99","1,052.25",556.95K
24/03/2023,"1,045.10","1,052.29","1,044.02","1,046.79",579.74K
23/03/2023,"1,040.54","1,045.10","1,030.93","1,045.10",431.45K
22/03/2023,"1,032.43","1,042.84","1,032.43","1,040.54",458.78K
21/03/2023,"1,023.10","1,036.15","1,017.05","1,032.43",474.89K
20/03/2023,"1,045.14","1,045.14","1,022.71","1,023.10",567.36K
17/03/2023,"1,047.40","1,055.42","1,043.54","1,045.14",564.93K
16/03/2023,"1,062.19","1,062.19","1,043.65","1,047.40",532.93K
15/03/2023,"1,040.13","1,062.55","1,040.13","1,062.19",622.86K
14/03/2023,"1,052.80","1,052.80","1,034.72","1,040.13",621.19K
13/03/2023,"1,053.00","1,055.58","1,045.46","1,052.80",625.07K
10/3/2023,"1,055.95","1,055.95","1,046.31","1,053.00",508.59K
9/3/2023,"1,049.18","1,060.56","1,049.18","1,055.95",609.04K
8/3/2023,"1,037.84","1,049.18","1,027.80","1,049.18",510.28K
7/3/2023,"1,027.18","1,043.92","1,027.18","1,037.84",473.17K
6/3/2023,"1,024.77","1,042.43","1,024.77","1,027.18",421.90K
3/3/2023,"1,038.10","1,041.82","1,022.78","1,024.77",447.72K
2/3/2023,"1,039.00","1,043.80","1,033.07","1,037.61",373.16K
1/3/2023,"1,024.68","1,040.55","1,013.37","1,040.55",523.62K
28/02/2023,"1,021.25","1,034.36","1,018.72","1,024.68",432.96K
27/02/2023,"1,039.56","1,039.56","1,017.55","1,021.25",588.61K
24/02/2023,"1,053.66","1,053.66","1,034.66","1,039.56",430.41K
23/02/2023,"1,054.28","1,054.48","1,030.58","1,053.66",720.75K
22/02/2023,"1,082.23","1,082.23","1,054.28","1,054.28",814.01K
21/02/2023,"1,086.69","1,095.10","1,081.80","1,082.23",720.35K
20/02/2023,"1,059.74","1,088.01","1,059.56","1,086.69",682.29K
17/02/2023,"1,058.29","1,062.25","1,053.26","1,059.31",465.08K
16/02/2023,"1,048.20","1,058.29","1,047.45","1,058.29",475.80K
15/02/2023,"1,038.64","1,051.89","1,034.39","1,048.20",585.76K
14/02/2023,"1,043.70","1,046.64","1,032.76","1,038.64",395.73K
13/02/2023,"1,055.30","1,055.30","1,031.70","1,043.70",681.32K
10/2/2023,"1,064.03","1,066.28","1,054.08","1,055.30",463.94K
9/2/2023,"1,072.22","1,075.20","1,064.03","1,064.03",473.85K
8/2/2023,"1,065.84","1,079.51","1,063.50","1,072.22",569.32K
7/2/2023,"1,089.29","1,092.12","1,065.18","1,065.84",673.21K
6/2/2023,"1,077.15","1,089.29","1,067.24","1,089.29",527.01K
3/2/2023,"1,077.59","1,081.89","1,070.46","1,077.15",563.83K
2/2/2023,"1,075.97","1,083.36","1,070.81","1,077.59",634.74K
1/2/2023,"1,111.18","1,116.96","1,075.97","1,075.97",1.03M
31/01/2023,"1,102.57","1,111.18","1,088.25","1,111.18",748.42K
30/01/2023,"1,117.10","1,118.46","1,102.57","1,102.57",798.68K
27/01/2023,"1,108.08","1,124.30","1,108.08","1,117.10",604.93K
19/01/2023,"1,098.28","1,111.72","1,094.46","1,108.08",617.71K
18/01/2023,"1,088.29","1,100.39","1,088.29","1,098.28",604.20K
17/01/2023,"1,066.68","1,088.29","1,066.68","1,088.29",673.93K
16/01/2023,"1,060.17","1,067.74","1,057.87","1,066.68",520.79K
13/01/2023,"1,056.39","1,066.39","1,055.23","1,060.17",670.23K
12/1/2023,"1,055.76","1,060.97","1,050.27","1,056.39",506.47K
11/1/2023,"1,053.35","1,065.69","1,053.35","1,055.76",545.18K
10/1/2023,"1,054.21","1,057.44","1,045.75","1,053.35",546.26K
9/1/2023,"1,058.28","1,062.12","1,050.95","1,054.21",475.20K
6/1/2023,"1,055.82","1,065.58","1,047.26","1,051.44",698.50K
5/1/2023,"1,048.17","1,058.14","1,046.64","1,055.82",535.05K
4/1/2023,"1,043.90","1,052.60","1,041.56","1,046.35",647.73K
3/1/2023,"1,007.09","1,043.90","1,007.09","1,043.90",551.33K
30/12/2022,"1,009.29","1,017.99","1,007.09","1,007.09",407.14K
29/12/2022,"1,015.66","1,021.96","1,009.29","1,009.29",462.66K
28/12/2022,"1,004.57","1,020.52",998.97,"1,015.66",590.45K
27/12/2022,985.21,"1,007.88",983.67,"1,004.57",593.36K
26/12/2022,"1,020.34","1,021.89",985.21,985.21,623.49K
23/12/2022,"1,022.61","1,027.34","1,013.20","1,020.34",544.11K
22/12/2022,"1,018.88","1,033.18","1,016.54","1,022.61",714.22K
21/12/2022,"1,033.34","1,033.84","1,005.43","1,018.88",857.33K
20/12/2022,"1,038.40","1,038.74","1,010.08","1,023.13",1.08M
19/12/2022,"1,052.48","1,065.59","1,038.40","1,038.40",988.84K
16/12/2022,"1,055.32","1,064.79","1,047.16","1,052.48",881.53K
15/12/2022,"1,049.16","1,062.61","1,049.06","1,055.32",731.12K
14/12/2022,"1,047.45","1,062.18","1,046.43","1,050.43",792.04K
13/12/2022,"1,032.07","1,047.45","1,026.30","1,047.45",798.74K
12/12/2022,"1,051.81","1,065.16","1,032.07","1,032.07",909.57K
9/12/2022,"1,050.53","1,061.21","1,041.39","1,051.81",788.20K
8/12/2022,"1,041.02","1,078.09","1,041.02","1,050.53",916.99K
7/12/2022,"1,048.69","1,059.79","1,034.92","1,041.02",920.94K
6/12/2022,"1,093.67","1,093.67","1,048.69","1,048.69",1.48M
5/12/2022,"1,080.01","1,099.45","1,080.01","1,093.67",1.26M
2/12/2022,"1,036.28","1,080.01","1,030.81","1,080.01",1.09M
1/12/2022,"1,048.42","1,066.28","1,035.62","1,036.28",1.34M
30/11/2022,"1,032.16","1,048.42","1,021.54","1,048.42",1.14M
29/11/2022,"1,005.69","1,032.16",998.56,"1,032.16",1.18M
28/11/2022,971.46,"1,006.22",971.46,"1,005.69",973.79K
25/11/2022,947.71,971.46,947.71,971.46,622.50K
24/11/2022,946,950.03,934.31,947.71,543.14K
23/11/2022,952.12,958.61,942.02,946,542.12K
22/11/2022,960.65,985.28,948.52,952.12,1.05M
21/11/2022,969.33,973.19,956.77,960.65,597.72K
18/11/2022,969.26,971.77,939.73,969.33,960.58K
17/11/2022,942.9,972.88,942.9,969.26,724.46K
16/11/2022,911.9,945.42,873.78,942.9,1.05M
15/11/2022,941.04,941.04,900.17,911.9,692.34K
14/11/2022,954.53,954.53,923.53,941.04,666.06K
11/11/2022,947.24,966.7,947.24,954.53,736.49K
10/11/2022,975.97,976.31,935.78,947.24,698.76K
9/11/2022,981.65,994.79,977.93,985.59,583.06K
8/11/2022,975.19,981.86,956.97,981.65,660.72K
7/11/2022,997.15,997.15,969.61,975.19,646.85K
4/11/2022,"1,008.23","1,009.96",974.61,997.15,753.11K
3/11/2022,"1,023.19","1,023.95","1,010.65","1,019.81",442.89K
2/11/2022,"1,033.75","1,034.73","1,018.64","1,023.19",578.23K
1/11/2022,"1,027.94","1,043.53","1,027.39","1,033.75",613.98K
31/10/2022,"1,028.24","1,030.32","1,005.00","1,027.94",662.04K
28/10/2022,"1,028.01","1,044.57","1,026.53","1,027.36",654.70K
27/10/2022,993.36,"1,028.01",990.48,"1,028.01",647.72K
26/10/2022,997.7,"1,004.55",984.71,993.36,448.28K
25/10/2022,986.15,"1,011.39",962.45,997.7,751.18K
24/10/2022,"1,019.82","1,023.51",977.41,986.15,654.95K
21/10/2022,"1,058.45","1,059.09","1,013.69","1,019.82",742.10K
20/10/2022,"1,056.14","1,065.28","1,048.21","1,058.45",398.33K
19/10/2022,"1,063.66","1,065.99","1,052.29","1,060.07",400.66K
18/10/2022,"1,051.58","1,071.74","1,051.58","1,063.66",514.84K
17/10/2022,"1,061.85","1,061.85","1,033.59","1,051.58",497.42K
14/10/2022,"1,050.99","1,068.12","1,050.99","1,061.85",641.48K
13/10/2022,"1,034.81","1,050.99","1,025.04","1,050.99",477.33K
12/10/2022,"1,006.20","1,039.44","1,002.89","1,034.81",616.14K
11/10/2022,"1,042.48","1,042.48",998.64,"1,006.20",672.10K
10/10/2022,"1,035.91","1,051.02","1,012.94","1,042.48",692.98K
7/10/2022,"1,074.52","1,074.52","1,022.38","1,035.91",877.31K
6/10/2022,"1,104.26","1,106.97","1,072.57","1,074.52",545.82K
5/10/2022,"1,078.14","1,110.21","1,078.14","1,104.26",451.94K
4/10/2022,"1,086.44","1,100.42","1,069.74","1,078.14",582.82K
3/10/2022,"1,132.11","1,132.11","1,079.86","1,086.44",554.15K
30/09/2022,"1,126.07","1,135.47","1,099.44","1,132.11",729.67K
29/09/2022,"1,143.62","1,159.49","1,126.07","1,126.07",491.47K
28/09/2022,"1,166.54","1,166.54","1,142.79","1,143.62",527.70K
27/09/2022,"1,174.35","1,180.75","1,166.44","1,166.54",466.62K
26/09/2022,"1,203.28","1,203.28","1,159.12","1,174.35",757.09K
23/09/2022,"1,214.70","1,216.59","1,201.45","1,203.28",485.38K
22/09/2022,"1,210.55","1,214.70","1,196.64","1,214.70",473.56K
21/09/2022,"1,218.93","1,218.93","1,204.68","1,210.55",391.71K
20/09/2022,"1,212.08","1,218.93","1,199.71","1,218.93",473.89K
19/09/2022,"1,234.03","1,234.03","1,202.07","1,205.43",701.96K
16/09/2022,"1,245.66","1,246.17","1,230.37","1,234.03",632.37K
15/09/2022,"1,240.77","1,250.93","1,240.77","1,245.66",429.84K
14/09/2022,"1,248.40","1,248.40","1,228.51","1,240.77",607.86K
13/09/2022,"1,249.62","1,252.35","1,243.87","1,248.40",473.97K
12/9/2022,"1,248.78","1,257.80","1,248.78","1,249.62",410.19K
9/9/2022,"1,234.60","1,248.78","1,228.54","1,248.78",586.03K
8/9/2022,"1,243.17","1,251.36","1,234.60","1,234.60",599.61K
7/9/2022,"1,277.40","1,277.40","1,243.17","1,243.17",852.27K
6/9/2022,"1,279.58","1,286.92","1,277.40","1,277.40",581.46K
5/9/2022,"1,280.51","1,285.70","1,275.35","1,277.35",524.68K
31/08/2022,"1,279.39","1,285.29","1,274.99","1,280.51",499.31K
30/08/2022,"1,270.80","1,287.65","1,270.80","1,279.39",526.10K
29/08/2022,"1,282.57","1,282.57","1,249.17","1,270.80",845.90K
26/08/2022,"1,291.29","1,295.12","1,280.05","1,282.57",668.96K
25/08/2022,"1,277.16","1,289.18","1,277.16","1,288.88",623.97K
